,tr,Sentence,tr,index,tr_shift,prev_tr,story_section,n_tokens,lemma,pos,tag,dep_rel,dep_head
1188,1188,She pushes him back with all of her strength.,1188,A13.8,1.0,1187.0,A13,2225,"['-PRON-', 'push', '-PRON-', 'back', 'with', 'all', 'of', '-PRON-', 'strength', '.']","['PRON', 'VERB', 'PRON', 'ADV', 'ADP', 'DET', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'PRP', 'RB', 'IN', 'DT', 'IN', 'PRP$', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'advmod', 'prep', 'pobj', 'prep', 'poss', 'pobj', 'punct']","['pushes', 'pushes', 'pushes', 'pushes', 'pushes', 'with', 'all', 'strength', 'of', 'pushes']"
1189,1189,Tommy falls on the,1189,A13.9,1.0,1188.0,A13,2225,"['Tommy', 'fall', 'on', 'the']","['PROPN', 'VERB', 'ADP', 'DET']","['NNP', 'VBZ', 'IN', 'DT']","['nsubj', 'ROOT', 'prep', 'det']","['falls', 'falls', 'falls', 'chairs']"
1190,1190,chairs. And everyone screams.,1190,A13.9,1.0,1189.0,A13,2225,"['chair', '.', 'and', 'everyone', 'scream', '.']","['NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PUNCT']","['NNS', '.', 'CC', 'NN', 'VBZ', '.']","['pobj', 'punct', 'cc', 'nsubj', 'ROOT', 'punct']","['on', 'falls', 'screams', 'screams', 'screams', 'screams']"
1191,1191,"""I want my child back!",1191,A13.10,1.0,1190.0,A13,2225,"['""', '-PRON-', 'want', '-PRON-', 'child', 'back', '!']","['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']","['``', 'PRP', 'VBP', 'PRP$', 'NN', 'RB', '.']","['punct', 'nsubj', 'ROOT', 'poss', 'dobj', 'advmod', 'punct']","['want', 'want', 'want', 'child', 'want', 'want', 'want']"
1192,1192,That's what I want...”,1192,A13.10,1.0,1191.0,A13,2225,"['that', 'be', 'what', '-PRON-', 'want', '...', '""']","['DET', 'AUX', 'PRON', 'PRON', 'VERB', 'PUNCT', 'PUNCT']","['DT', 'VBZ', 'WP', 'PRP', 'VBP', 'NFP', ""''""]","['nsubj', 'ROOT', 'dobj', 'nsubj', 'ccomp', 'punct', 'punct']","[""'s"", ""'s"", 'want', 'want', ""'s"", ""'s"", ""'s""]"
1193,1193,The crowd gathers around him.,1193,A13.11,1.0,1192.0,A13,2225,"['the', 'crowd', 'gather', 'around', '-PRON-', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'PRON', 'PUNCT']","['DT', 'NN', 'VBZ', 'IN', 'PRP', '.']","['det', 'nsubj', 'ROOT', 'prep', 'pobj', 'punct']","['crowd', 'gathers', 'gathers', 'gathers', 'around', 'gathers']"
1194,1194,Clara finds Gary at,1194,A13.12,1.0,1193.0,A13,2225,"['Clara', 'find', 'Gary', 'at']","['PROPN', 'VERB', 'PROPN', 'ADP']","['NNP', 'VBZ', 'NNP', 'IN']","['nsubj', 'ROOT', 'dobj', 'prep']","['finds', 'finds', 'finds', 'finds']"
1195,1195,the other end,1195,A13.12,1.0,1194.0,A13,2225,"['the', 'other', 'end']","['DET', 'ADJ', 'NOUN']","['DT', 'JJ', 'NN']","['det', 'amod', 'pobj']","['end', 'end', 'at']"
1196,1196,of the bar.,1196,A13.12,1.0,1195.0,A13,2225,"['of', 'the', 'bar', '.']","['ADP', 'DET', 'NOUN', 'PUNCT']","['IN', 'DT', 'NN', '.']","['prep', 'det', 'pobj', 'punct']","['end', 'bar', 'of', 'finds']"
1197,1197,She’s shaking.,1197,A13.13,1.0,1196.0,A13,2225,"['-PRON-', '’', 'shake', '.']","['PRON', 'VERB', 'VERB', 'PUNCT']","['PRP', 'VBZ', 'VBG', '.']","['nsubj', 'aux', 'ROOT', 'punct']","['shaking', 'shaking', 'shaking', 'shaking']"
1198,1198,He hasn't noticed a thing.,1198,A13.14,1.0,1197.0,A13,2225,"['-PRON-', 'have', 'not', 'notice', 'a', 'thing', '.']","['PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'RB', 'VBN', 'DT', 'NN', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'det', 'dobj', 'punct']","['noticed', 'noticed', 'noticed', 'noticed', 'thing', 'noticed', 'noticed']"
1199,1199,Jeannie has.,1199,A13.15,1.0,1198.0,A13,2225,"['Jeannie', 'have', '.']","['PROPN', 'AUX', 'PUNCT']","['NNP', 'VBZ', '.']","['nsubj', 'ROOT', 'punct']","['has', 'has', 'has']"
1200,1200,"“Please forgive him, Clara…”",1200,A13.16,1.0,1199.0,A13,2225,"['""', 'please', 'forgive', '-PRON-', ',', 'Clara', '…', '""']","['PUNCT', 'INTJ', 'VERB', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['``', 'UH', 'VB', 'PRP', ',', 'NNP', 'NFP', ""''""]","['punct', 'intj', 'ROOT', 'dobj', 'punct', 'npadvmod', 'punct', 'punct']","['forgive', 'forgive', 'forgive', 'forgive', 'forgive', 'forgive', 'forgive', 'forgive']"
1201,1201,"“I’m so sorry,”",1201,A13.17,1.0,1200.0,A13,2225,"['""', '-PRON-', 'be', 'so', 'sorry', ',', '""']","['PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VBP', 'RB', 'JJ', ',', ""''""]","['punct', 'nsubj', 'ccomp', 'advmod', 'acomp', 'punct', 'punct']","['says', '’m', 'says', 'sorry', '’m', 'says', 'says']"
1202,1202,says Clara.,1202,A13.17,1.0,1201.0,A13,2225,"['say', 'Clara', '.']","['VERB', 'PROPN', 'PUNCT']","['VBZ', 'NNP', '.']","['ROOT', 'nsubj', 'punct']","['says', 'says', 'says']"
1203,1203,“You can’t save the ones,1203,A13.18,1.0,1202.0,A13,2225,"['""', '-PRON-', 'can', 'not', 'save', 'the', 'one']","['PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN']","['``', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NNS']","['punct', 'nsubj', 'aux', 'neg', 'ccomp', 'det', 'dobj']","['says', 'save', 'save', 'save', 'says', 'ones', 'save']"
1204,1204,"that you love,” Jeannie",1204,A13.18,1.0,1203.0,A13,2225,"['that', '-PRON-', 'love', ',', '""', 'Jeannie']","['DET', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PROPN']","['WDT', 'PRP', 'VBP', ',', ""''"", 'NNP']","['dobj', 'nsubj', 'relcl', 'punct', 'punct', 'nsubj']","['love', 'love', 'ones', 'says', 'says', 'says']"
1205,1205,says and she leaves.,1205,A13.18,1.0,1204.0,A13,2225,"['say', 'and', '-PRON-', 'leave', '.']","['VERB', 'CCONJ', 'PRON', 'VERB', 'PUNCT']","['VBZ', 'CC', 'PRP', 'VBZ', '.']","['ROOT', 'cc', 'nsubj', 'conj', 'punct']","['says', 'says', 'leaves', 'says', 'leaves']"
1206,1206,"Gary drives them home, taking the",1206,A13.19,1.0,1205.0,A13,2225,"['Gary', 'drive', '-PRON-', 'home', ',', 'take', 'the']","['PROPN', 'VERB', 'PRON', 'ADV', 'PUNCT', 'VERB', 'DET']","['NNP', 'VBZ', 'PRP', 'RB', ',', 'VBG', 'DT']","['nsubj', 'ccomp', 'dobj', 'advmod', 'punct', 'advcl', 'det']","['drives', 'thinks', 'drives', 'drives', 'drives', 'drives', 'turn']"
1207,1207,"turn off the highway so sharp,",1207,A13.19,1.0,1206.0,A13,2225,"['turn', 'off', 'the', 'highway', 'so', 'sharp', ',']","['NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADJ', 'PUNCT']","['NN', 'IN', 'DT', 'NN', 'RB', 'JJ', ',']","['dobj', 'prep', 'det', 'pobj', 'advmod', 'advmod', 'punct']","['taking', 'taking', 'highway', 'off', 'sharp', 'taking', 'thinks']"
1208,1208,she thinks he’ll kill them.,1208,A13.19,1.0,1207.0,A13,2225,"['-PRON-', 'think', '-PRON-', 'will', 'kill', '-PRON-', '.']","['PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBZ', 'PRP', 'MD', 'VB', 'PRP', '.']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'punct']","['thinks', 'thinks', 'kill', 'kill', 'thinks', 'kill', 'thinks']"
1209,1209,,1209,,,,A13,2225,[],[],[],[],[]
1210,1210,"He's drunk, his eyes are half closed.",1210,A13.20,2.0,1208.0,A13,2225,"['-PRON-', 'be', 'drunk', ',', '-PRON-', 'eye', 'be', 'half', 'closed', '.']","['PRON', 'AUX', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['PRP', 'VBZ', 'JJ', ',', 'PRP$', 'NNS', 'VBP', 'RB', 'JJ', '.']","['nsubj', 'ccomp', 'acomp', 'punct', 'poss', 'nsubj', 'ROOT', 'advmod', 'acomp', 'punct']","[""'s"", 'are', ""'s"", 'are', 'eyes', 'are', 'are', 'closed', 'are', 'are']"
1211,1211,After the car screeches back,1211,A13.21,1.0,1210.0,A13,2225,"['after', 'the', 'car', 'screech', 'back']","['ADP', 'DET', 'NOUN', 'VERB', 'ADV']","['IN', 'DT', 'NN', 'VBZ', 'RB']","['mark', 'det', 'nsubj', 'advcl', 'advmod']","['screeches', 'car', 'screeches', 'says', 'screeches']"
1212,1212,"in control, Gary says just",1212,A13.21,1.0,1211.0,A13,2225,"['in', 'control', ',', 'Gary', 'say', 'just']","['ADP', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADV']","['IN', 'NN', ',', 'NNP', 'VBZ', 'RB']","['prep', 'pobj', 'punct', 'nsubj', 'ROOT', 'advmod']","['back', 'in', 'says', 'says', 'says', 'one']"
1213,1213,"one line: ""Do you",1213,A13.21,1.0,1212.0,A13,2225,"['one', 'line', ':', '""', 'do', '-PRON-']","['NUM', 'NOUN', 'PUNCT', 'PUNCT', 'AUX', 'PRON']","['CD', 'NN', ':', '``', 'VBP', 'PRP']","['nummod', 'dobj', 'punct', 'punct', 'aux', 'nsubj']","['line', 'says', 'line', 'line', 'think', 'think']"
1214,1214,"think they’ll make it?""",1214,A13.21,1.0,1213.0,A13,2225,"['think', '-PRON-', 'will', 'make', '-PRON-', '?', '""']","['VERB', 'PRON', 'VERB', 'VERB', 'PRON', 'PUNCT', 'PUNCT']","['VB', 'PRP', 'MD', 'VB', 'PRP', '.', ""''""]","['ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'punct', 'punct']","['think', 'make', 'make', 'think', 'make', 'think', 'think']"
1215,1215,,1215,,,,A13,2225,[],[],[],[],[]
1216,1216,,1216,,2.0,1214.0,A13,2225,[],[],[],[],[]
1217,1217,,1217,,1.0,1216.0,A13,2225,[],[],[],[],[]
1218,1218,,1218,,1.0,1217.0,A13,2225,[],[],[],[],[]
1219,1219,,1219,,,,A13,2225,[],[],[],[],[]
1220,1220,At 3:30 am Sasha,1220,B13.1,2.0,1218.0,B13,2225,"['at', '3:30', 'am', 'Sasha']","['ADP', 'NUM', 'NOUN', 'PROPN']","['IN', 'CD', 'NN', 'NNP']","['prep', 'pobj', 'aux', 'nsubj']","['wakes', 'At', 'At', 'wakes']"
1221,1221,wakes up feeling pain.,1221,B13.1,1.0,1220.0,B13,2225,"['wake', 'up', 'feel', 'pain', '.']","['VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT']","['VBZ', 'RP', 'VBG', 'NN', '.']","['ROOT', 'prt', 'xcomp', 'dobj', 'punct']","['wakes', 'wakes', 'wakes', 'feeling', 'wakes']"
1222,1222,Jolted. Forced.,1222,B13.2,1.0,1221.0,B13,2225,"['jolt', '.', 'Forced', '.']","['VERB', 'PUNCT', 'PROPN', 'PUNCT']","['VBN', '.', 'NNP', '.']","['ROOT', 'punct', 'advmod', 'punct']","['Jolted', 'Jolted', 'Jolted', 'Jolted']"
1223,1223,"Alexander pushes her down,",1223,B13.3,1.0,1222.0,B13,2225,"['Alexander', 'push', '-PRON-', 'down', ',']","['PROPN', 'VERB', 'PRON', 'ADP', 'PUNCT']","['NNP', 'VBZ', 'PRP', 'RP', ',']","['nsubj', 'ccomp', 'dobj', 'prt', 'punct']","['pushes', 'wants', 'pushes', 'pushes', 'wants']"
1224,1224,he wants flesh.,1224,B13.3,1.0,1223.0,B13,2225,"['-PRON-', 'want', 'flesh', '.']","['PRON', 'VERB', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'punct']","['wants', 'wants', 'wants', 'wants']"
1225,1225,When she lets,1225,B13.4,1.0,1224.0,B13,2225,"['when', '-PRON-', 'let']","['ADV', 'PRON', 'VERB']","['WRB', 'PRP', 'VBZ']","['advmod', 'nsubj', 'ROOT']","['lets', 'lets', 'lets']"
1226,1226,him he hisses.,1226,B13.4,1.0,1225.0,B13,2225,"['-PRON-', '-PRON-', 'hiss', '.']","['PRON', 'PRON', 'VERB', 'PUNCT']","['PRP', 'PRP', 'VBZ', '.']","['dobj', 'nsubj', 'ccomp', 'punct']","['lets', 'hisses', 'lets', 'lets']"
1227,1227,“You are into,1227,B13.4,1.0,1226.0,B13,2225,"['""', '-PRON-', 'be', 'into']","['PUNCT', 'PRON', 'AUX', 'ADP']","['``', 'PRP', 'VBP', 'IN']","['punct', 'nsubj', 'ccomp', 'prep']","['’s', 'are', '’s', 'are']"
1228,1228,danger…Maggie’s right.”,1228,B13.4,1.0,1227.0,B13,2225,"['danger', '…', 'Maggie', '’', 'right', '.', '""']","['NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADJ', 'PUNCT', 'PUNCT']","['NN', 'NFP', 'NNP', 'VBZ', 'JJ', '.', ""''""]","['pobj', 'punct', 'nsubj', 'ROOT', 'acomp', 'punct', 'punct']","['into', '’s', '’s', '’s', '’s', '’s', '’s']"
1229,1229,What the fuck?,1229,B13.5,1.0,1228.0,B13,2225,"['what', 'the', 'fuck', '?']","['PRON', 'DET', 'NOUN', 'PUNCT']","['WP', 'DT', 'NN', '.']","['det', 'det', 'ROOT', 'punct']","['fuck', 'fuck', 'fuck', 'fuck']"
1230,1230,She pushes him off her.,1230,B13.6,1.0,1229.0,B13,2225,"['-PRON-', 'push', '-PRON-', 'off', '-PRON-', '.']","['PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'PUNCT']","['PRP', 'VBZ', 'PRP', 'IN', 'PRP', '.']","['nsubj', 'ROOT', 'dobj', 'prep', 'pobj', 'punct']","['pushes', 'pushes', 'pushes', 'pushes', 'off', 'pushes']"
1231,1231,"Her fury, overpowers his mass.",1231,B13.7,1.0,1230.0,B13,2225,"['-PRON-', 'fury', ',', 'overpower', '-PRON-', 'mass', '.']","['DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP$', 'NN', ',', 'VBZ', 'PRP$', 'NN', '.']","['poss', 'nsubj', 'punct', 'ROOT', 'poss', 'dobj', 'punct']","['fury', 'overpowers', 'overpowers', 'overpowers', 'mass', 'overpowers', 'overpowers']"
1232,1232,“You gossiped about me?”,1232,B13.8,1.0,1231.0,B13,2225,"['""', '-PRON-', 'gossip', 'about', '-PRON-', '?', '""']","['PUNCT', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VBD', 'IN', 'PRP', '.', ""''""]","['punct', 'nsubj', 'ROOT', 'prep', 'pobj', 'punct', 'punct']","['gossiped', 'gossiped', 'gossiped', 'gossiped', 'about', 'gossiped', 'gossiped']"
1233,1233,,1233,,,,B13,2225,[],[],[],[],[]
1234,1234,In the glare of the,1234,B13.9,2.0,1232.0,B13,2225,"['in', 'the', 'glare', 'of', 'the']","['ADP', 'DET', 'NOUN', 'ADP', 'DET']","['IN', 'DT', 'NN', 'IN', 'DT']","['ROOT', 'det', 'pobj', 'prep', 'det']","['In', 'glare', 'In', 'glare', 'lights']"
1235,1235,"lights he looks flabby, unkempt.",1235,B13.9,1.0,1234.0,B13,2225,"['light', '-PRON-', 'look', 'flabby', ',', 'unkempt', '.']","['NOUN', 'PRON', 'VERB', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT']","['NNS', 'PRP', 'VBZ', 'JJ', ',', 'JJ', '.']","['pobj', 'nsubj', 'relcl', 'acomp', 'punct', 'acomp', 'punct']","['of', 'looks', 'lights', 'looks', 'unkempt', 'looks', 'In']"
1236,1236,“You take all your ex-lover’s daughters to bed?”,1236,B13.10,1.0,1235.0,B13,2225,"['""', '-PRON-', 'take', 'all', '-PRON-', 'ex', '-', 'lover', '’s', 'daughter', 'to', 'bed', '?', '""']","['PUNCT', 'PRON', 'VERB', 'DET', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PART', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VBP', 'PDT', 'PRP$', 'JJ', 'NN', 'NN', 'POS', 'NNS', 'IN', 'NN', '.', ""''""]","['punct', 'nsubj', 'ROOT', 'det', 'poss', 'dep', 'dep', 'poss', 'dep', 'dobj', 'prep', 'pobj', 'punct', 'punct']","['take', 'take', 'take', 'lover', 'lover', '-', 'lover', 'daughters', 'daughters', 'take', 'take', 'to', 'take', 'take']"
1237,1237,,1237,,,,B13,2225,[],[],[],[],[]
1238,1238,"“Margaret isn’t your mother,",1238,B13.11,2.0,1236.0,B13,2225,"['""', 'Margaret', 'be', 'not', '-PRON-', 'mother', ',']","['PUNCT', 'PROPN', 'AUX', 'PART', 'DET', 'NOUN', 'PUNCT']","['``', 'NNP', 'VBZ', 'RB', 'PRP$', 'NN', ',']","['punct', 'nsubj', 'ccomp', 'neg', 'poss', 'attr', 'punct']","['get', 'is', 'get', 'is', 'mother', 'is', 'get']"
1239,1239,don’t get all hysterical…”,1239,B13.11,1.0,1238.0,B13,2225,"['do', 'not', 'get', 'all', 'hysterical', '…', '""']","['AUX', 'PART', 'AUX', 'DET', 'ADJ', 'PUNCT', 'PUNCT']","['VB', 'RB', 'VB', 'DT', 'JJ', 'NFP', ""''""]","['aux', 'neg', 'ROOT', 'advmod', 'acomp', 'punct', 'punct']","['get', 'get', 'get', 'hysterical', 'get', 'get', 'get']"
1240,1240,He pulls a towel around him.,1240,B13.12,1.0,1239.0,B13,2225,"['-PRON-', 'pull', 'a', 'towel', 'around', '-PRON-', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","['PRP', 'VBZ', 'DT', 'NN', 'IN', 'PRP', '.']","['nsubj', 'ROOT', 'det', 'dobj', 'prep', 'pobj', 'punct']","['pulls', 'pulls', 'towel', 'pulls', 'pulls', 'around', 'pulls']"
1241,1241,"“You should go, I’m",1241,B13.13,1.0,1240.0,B13,2225,"['""', '-PRON-', 'should', 'go', ',', '-PRON-', 'be']","['PUNCT', 'PRON', 'VERB', 'VERB', 'PUNCT', 'PRON', 'VERB']","['``', 'PRP', 'MD', 'VB', ',', 'PRP', 'VBP']","['punct', 'nsubj', 'aux', 'ccomp', 'punct', 'nsubj', 'aux']","['feeling', 'go', 'go', 'feeling', 'feeling', 'feeling', 'feeling']"
1242,1242,not feeling well.”,1242,B13.13,1.0,1241.0,B13,2225,"['not', 'feel', 'well', '.', '""']","['PART', 'VERB', 'ADV', 'PUNCT', 'PUNCT']","['RB', 'VBG', 'RB', '.', ""''""]","['neg', 'ROOT', 'acomp', 'punct', 'punct']","['feeling', 'feeling', 'feeling', 'feeling', 'feeling']"
1243,1243,He walks to the bathroom and locks it.,1243,B13.14,1.0,1242.0,B13,2225,"['-PRON-', 'walk', 'to', 'the', 'bathroom', 'and', 'lock', '-PRON-', '.']","['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBZ', 'IN', 'DT', 'NN', 'CC', 'VBZ', 'PRP', '.']","['nsubj', 'ROOT', 'prep', 'det', 'pobj', 'cc', 'conj', 'dobj', 'punct']","['walks', 'walks', 'walks', 'bathroom', 'to', 'walks', 'walks', 'locks', 'walks']"
1244,1244,,1244,,,,B13,2225,[],[],[],[],[]
1245,1245,"“You can’t stay in there forever,” she yells.",1245,B13.15,2.0,1243.0,B13,2225,"['""', '-PRON-', 'can', 'not', 'stay', 'in', 'there', 'forever', ',', '""', '-PRON-', 'yell', '.']","['PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'ADV', 'ADV', 'ADV', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['``', 'PRP', 'MD', 'RB', 'VB', 'RB', 'RB', 'RB', ',', ""''"", 'PRP', 'VBZ', '.']","['punct', 'nsubj', 'aux', 'neg', 'ccomp', 'advmod', 'advmod', 'advmod', 'punct', 'punct', 'nsubj', 'ROOT', 'punct']","['yells', 'stay', 'stay', 'stay', 'yells', 'there', 'stay', 'stay', 'yells', 'yells', 'yells', 'yells', 'yells']"
1246,1246,Her heart beats so fast.,1246,B13.16,1.0,1245.0,B13,2225,"['-PRON-', 'heart', 'beat', 'so', 'fast', '.']","['DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'PUNCT']","['PRP$', 'NN', 'VBZ', 'RB', 'RB', '.']","['poss', 'nsubj', 'ROOT', 'advmod', 'advmod', 'punct']","['heart', 'beats', 'beats', 'fast', 'beats', 'beats']"
1247,1247,"She throws on her clothes,",1247,B13.17,1.0,1246.0,B13,2225,"['-PRON-', 'throw', 'on', '-PRON-', 'clothe', ',']","['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'IN', 'PRP$', 'NNS', ',']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'punct']","['throws', 'throws', 'throws', 'clothes', 'on', 'throws']"
1248,1248,pounds on the door.,1248,B13.17,1.0,1247.0,B13,2225,"['pound', 'on', 'the', 'door', '.']","['NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['NNS', 'IN', 'DT', 'NN', '.']","['conj', 'prep', 'det', 'pobj', 'punct']","['throws', 'pounds', 'door', 'on', 'throws']"
1249,1249,No response –,1249,B13.18,1.0,1248.0,B13,2225,"['no', 'response', '–']","['DET', 'NOUN', 'PUNCT']","['DT', 'NN', ':']","['det', 'ROOT', 'punct']","['response', 'response', 'response']"
1250,1250,then a thump.,1250,B13.18,1.0,1249.0,B13,2225,"['then', 'a', 'thump', '.']","['ADV', 'DET', 'NOUN', 'PUNCT']","['RB', 'DT', 'NN', '.']","['advmod', 'det', 'appos', 'punct']","['thump', 'thump', 'response', 'response']"
1251,1251,Through the frosted glass,1251,B13.19,1.0,1250.0,B13,2225,"['through', 'the', 'frosted', 'glass']","['ADP', 'DET', 'ADJ', 'NOUN']","['IN', 'DT', 'JJ', 'NN']","['prep', 'det', 'amod', 'compound']","['lies', 'door', 'door', 'door']"
1252,1252,"door, his shadow lies",1252,B13.19,1.0,1251.0,B13,2225,"['door', ',', '-PRON-', 'shadow', 'lie']","['NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB']","['NN', ',', 'PRP$', 'NN', 'VBZ']","['pobj', 'punct', 'poss', 'nsubj', 'ROOT']","['Through', 'lies', 'shadow', 'lies', 'lies']"
1253,1253,"still, on the floor.",1253,B13.19,1.0,1252.0,B13,2225,"['still', ',', 'on', 'the', 'floor', '.']","['ADV', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']","['RB', ',', 'IN', 'DT', 'NN', '.']","['advmod', 'punct', 'prep', 'det', 'pobj', 'punct']","['lies', 'lies', 'lies', 'floor', 'on', 'lies']"
1254,1254,Sasha smashes the glass with all of her weight.,1254,B13.20,1.0,1253.0,B13,2225,"['Sasha', 'smash', 'the', 'glass', 'with', 'all', 'of', '-PRON-', 'weight', '.']","['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADP', 'DET', 'NOUN', 'PUNCT']","['NNP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'IN', 'PRP$', 'NN', '.']","['nsubj', 'ROOT', 'det', 'dobj', 'prep', 'pobj', 'prep', 'poss', 'pobj', 'punct']","['smashes', 'smashes', 'glass', 'smashes', 'smashes', 'with', 'all', 'weight', 'of', 'smashes']"
1255,1255,"So much force,",1255,B13.21,1.0,1254.0,B13,2225,"['so', 'much', 'force', ',']","['ADV', 'ADJ', 'NOUN', 'PUNCT']","['RB', 'JJ', 'NN', ',']","['advmod', 'amod', 'dep', 'punct']","['force', 'force', 'spread', 'spread']"
1256,1256,so much,1256,B13.21,1.0,1255.0,B13,2225,"['so', 'much']","['ADV', 'ADJ']","['RB', 'JJ']","['advmod', 'amod']","['much', 'glass']"
1257,1257,"glass, Alexander’s",1257,B13.21,1.0,1256.0,B13,2225,"['glass', ',', 'Alexander', '’s']","['NOUN', 'PUNCT', 'PROPN', 'PART']","['NN', ',', 'NNP', 'POS']","['nsubj', 'punct', 'appos', 'punct']","['spread', 'glass', 'glass', 'glass']"
1258,1258,spread out.,1258,B13.21,1.0,1257.0,B13,2225,"['spread', 'out', '.']","['VERB', 'ADP', 'PUNCT']","['VBD', 'RP', '.']","['ROOT', 'prt', 'punct']","['spread', 'spread', 'spread']"
1259,1259,"Oh my god,",1259,B13.22,1.0,1258.0,B13,2225,"['oh', 'my', 'god', ',']","['INTJ', 'INTJ', 'INTJ', 'PUNCT']","['UH', 'UH', 'UH', ',']","['ROOT', 'intj', 'intj', 'punct']","['Oh', 'Oh', 'Oh', 'Oh']"
1260,1260,oh my god…,1260,B13.22,1.0,1259.0,B13,2225,"['oh', 'my', 'god', '…']","['INTJ', 'INTJ', 'INTJ', 'PUNCT']","['UH', 'UH', 'UH', 'NFP']","['intj', 'intj', 'intj', 'punct']","['Oh', 'oh', 'oh', 'Oh']"
1261,1261,Her mouth on his mouth.  CPR as she,1261,B13.23,1.0,1260.0,B13,2225,"['-PRON-', 'mouth', 'on', '-PRON-', 'mouth', '.', 'CPR', 'as', '-PRON-']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'SCONJ', 'PRON']","['PRP$', 'NN', 'IN', 'PRP$', 'NN', '.', 'NNP', 'IN', 'PRP']","['poss', 'ROOT', 'prep', 'poss', 'pobj', 'punct', 'ROOT', 'mark', 'nsubj']","['mouth', 'mouth', 'mouth', 'mouth', 'on', 'mouth', 'CPR', 'turns', 'turns']"
1262,1262,turns on her,1262,B13.24,1.0,1261.0,B13,2225,"['turn', 'on', '-PRON-']","['VERB', 'ADP', 'DET']","['VBZ', 'IN', 'PRP$']","['advcl', 'prep', 'poss']","['CPR', 'turns', 'phone']"
1263,1263,phone – 911.,1263,B13.24,1.0,1262.0,B13,2225,"['phone', '–', '911', '.']","['NOUN', 'PUNCT', 'NUM', 'PUNCT']","['NN', ':', 'CD', '.']","['pobj', 'punct', 'appos', 'punct']","['on', 'phone', 'phone', 'CPR']"
1264,1264,Her wrist has been cut on the glass.,1264,B13.25,1.0,1263.0,B13,2225,"['-PRON-', 'wrist', 'have', 'be', 'cut', 'on', 'the', 'glass', '.']","['DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP$', 'NN', 'VBZ', 'VBN', 'VBN', 'IN', 'DT', 'NN', '.']","['poss', 'nsubjpass', 'aux', 'auxpass', 'ROOT', 'prep', 'det', 'pobj', 'punct']","['wrist', 'cut', 'cut', 'cut', 'cut', 'cut', 'glass', 'on', 'cut']"
