,index,token,lemma,pos,tag,dep_rel,dep_head
1999,A5.1,do,do,AUX,VBP,aux,want
2000,A5.1,n't,not,PART,RB,neg,want
2001,A5.1,want,want,VERB,VB,ccomp,says
2002,A5.1,to,to,PART,TO,aux,go
2003,A5.1,go,go,VERB,VB,xcomp,want
2004,A5.1,back,back,ADV,RB,advmod,go
2005,A5.1,to,to,ADP,IN,prep,back
2006,A5.1,New,New,PROPN,NNP,compound,York
2007,A5.1,York,York,PROPN,NNP,pobj,to
2008,A5.1,",",",",PUNCT,",",punct,says
2009,A5.1,"""","""",PUNCT,'',punct,says
2010,A5.1,Clara,Clara,PROPN,NNP,nsubj,says
2011,A5.1,says,say,VERB,VBZ,ROOT,says
2012,A5.1,quietly,quietly,ADV,RB,advmod,says
2013,A5.1,.,.,PUNCT,.,punct,says
2014,A5.2,The,the,DET,DT,det,dishes
2015,A5.2,dishes,dish,NOUN,NNS,nsubj,are
2016,A5.2,from,from,ADP,IN,prep,dishes
2017,A5.2,last,last,ADJ,JJ,amod,night
2018,A5.2,night,night,NOUN,NN,pobj,from
2019,A5.2,are,be,AUX,VBP,ROOT,are
2020,A5.2,still,still,ADV,RB,advmod,are
2021,A5.2,in,in,ADP,IN,prep,are
2022,A5.2,the,the,DET,DT,det,sink
2023,A5.2,sink,sink,NOUN,NN,pobj,in
2024,A5.2,.,.,PUNCT,.,punct,are
2025,A5.3,Gary,Gary,PROPN,NNP,nsubj,has
2026,A5.3,has,have,AUX,VBZ,ROOT,has
2027,A5.3,a,a,DET,DT,det,meeting
2028,A5.3,meeting,meeting,NOUN,NN,dobj,has
2029,A5.3,with,with,ADP,IN,prep,meeting
2030,A5.3,his,-PRON-,DET,PRP$,poss,advisors
2031,A5.3,advisors,advisor,NOUN,NNS,pobj,with
2032,A5.3,to,to,PART,TO,aux,discuss
2033,A5.3,discuss,discuss,VERB,VB,acl,meeting
2034,A5.3,the,the,DET,DT,det,internship
2035,A5.3,internship,internship,NOUN,NN,dobj,discuss
2036,A5.3,.,.,PUNCT,.,punct,has
2037,A5.4,Of,of,ADV,RB,advmod,course
2038,A5.4,course,course,ADV,RB,advmod,’s
2039,A5.4,he,-PRON-,PRON,PRP,nsubj,’s
2040,A5.4,’s,’,VERB,VBZ,ROOT,’s
2041,A5.4,late,late,ADJ,JJ,acomp,’s
2042,A5.4,.,.,PUNCT,.,punct,’s
2043,A5.5,And,and,CCONJ,CC,cc,done
2044,A5.5,now,now,ADV,RB,advmod,done
2045,A5.5,the,the,DET,DT,det,dishes
2046,A5.5,dishes,dish,NOUN,NNS,nsubjpass,done
2047,A5.5,wo,will,VERB,MD,aux,done
2048,A5.5,n't,not,PART,RB,neg,done
2049,A5.5,be,be,AUX,VB,auxpass,done
2050,A5.5,done,do,VERB,VBN,ROOT,done
2051,A5.5,until,until,ADP,IN,prep,done
2052,A5.5,this,this,DET,DT,det,evening
2053,A5.5,evening,evening,NOUN,NN,pobj,until
2054,A5.5,...,...,PUNCT,.,punct,done
2055,A5.6,Crusted,crusted,ADJ,JJ,amod,chili
2056,A5.6,chili,chili,NOUN,NN,ROOT,chili
2057,A5.6,.,.,PUNCT,.,punct,chili
2058,A5.6,Soap,Soap,PROPN,NNP,nsubj,bubbles
2059,A5.6,",",",",PUNCT,",",punct,Soap
2060,A5.6,bubbles,bubble,NOUN,NNS,ROOT,bubbles
2061,A5.6,.,.,PUNCT,.,punct,bubbles
2062,A5.6,Scrub,Scrub,PROPN,NNP,ROOT,Scrub
2063,A5.6,!,!,PUNCT,.,punct,Scrub
2064,A5.7,She,-PRON-,PRON,PRP,nsubjpass,shopped
2065,A5.7,'s,be,AUX,VBZ,auxpass,shopped
2066,A5.7,shopped,shop,VERB,VBN,ROOT,shopped
2067,A5.7,and,and,CCONJ,CC,cc,shopped
2068,A5.7,cooked,cook,VERB,VBN,conj,shopped
2069,A5.7,and,and,CCONJ,CC,cc,cooked
2070,A5.7,served,serve,VERB,VBN,conj,cooked
2071,A5.7,and,and,CCONJ,CC,cc,cooked
2072,A5.7,now,now,ADV,RB,advmod,dishes
2073,A5.7,dishes,dish,NOUN,NNS,conj,cooked
2074,A5.7,",",",",PUNCT,",",punct,shopped
2075,A5.7,again,again,ADV,RB,advmod,shopped
2076,A5.7,.,.,PUNCT,.,punct,shopped
2077,A5.8,"""","""",PUNCT,``,punct,says
2078,A5.8,I,-PRON-,PRON,PRP,nsubj,do
2079,A5.8,'ll,will,VERB,MD,aux,do
2080,A5.8,do,do,AUX,VB,ccomp,fuss
2081,A5.8,them,-PRON-,PRON,PRP,dobj,do
2082,A5.8,later,later,ADV,RB,advmod,do
2083,A5.8,",",",",PUNCT,",",punct,fuss
2084,A5.8,Clara,Clara,PROPN,NNP,npadvmod,fuss
2085,A5.8,",",",",PUNCT,",",punct,fuss
2086,A5.8,do,do,AUX,VBP,aux,fuss
2087,A5.8,n’t,not,PART,RB,neg,fuss
2088,A5.8,fuss,fuss,VERB,VB,ccomp,says
2089,A5.8,",",",",PUNCT,",",punct,says
2090,A5.8,"""","""",PUNCT,'',punct,says
2091,A5.8,Gary,Gary,PROPN,NNP,nsubj,says
2092,A5.8,says,say,VERB,VBZ,ROOT,says
2093,A5.8,as,as,SCONJ,IN,mark,flips
2094,A5.8,he,-PRON-,PRON,PRP,nsubj,flips
2095,A5.8,flips,flip,VERB,VBZ,advcl,looking
2096,A5.8,over,over,ADP,IN,prt,flips
2097,A5.8,tupperware,tupperware,NOUN,NN,dobj,flips
2098,A5.8,",",",",PUNCT,",",punct,looking
2099,A5.8,newspapers,newspaper,NOUN,NNS,nsubj,looking
2100,A5.8,--,--,PUNCT,:,punct,looking
2101,A5.8,looking,look,VERB,VBG,ccomp,says
2102,A5.8,.,.,PUNCT,.,punct,says
2103,A5.9,"""","""",PUNCT,``,punct,seen
2104,A5.9,You,-PRON-,PRON,PRP,nsubj,seen
2105,A5.9,'ve,have,AUX,VB,aux,seen
2106,A5.9,seen,see,VERB,VBN,ROOT,seen
2107,A5.9,my,-PRON-,DET,PRP$,poss,wallet
2108,A5.9,wallet,wallet,NOUN,NN,dobj,seen
2109,A5.9,?,?,PUNCT,.,punct,seen
2110,A5.9,”,"""",PUNCT,'',punct,seen
2111,A5.10,”,"""",PUNCT,``,punct,is
2112,A5.10,How,how,ADV,WRB,advmod,long
2113,A5.10,long,long,ADV,RB,acomp,is
2114,A5.10,is,be,AUX,VBZ,ROOT,is
2115,A5.10,this,this,DET,DT,det,internship
2116,A5.10,internship,internship,NOUN,NN,nsubj,is
2117,A5.10,Gary,Gary,PROPN,NNP,attr,is
2118,A5.10,?,?,PUNCT,.,punct,is
2119,A5.10,"""","""",PUNCT,'',punct,is
2120,A5.11,"""","""",PUNCT,``,punct,September
2121,A5.11,September,September,PROPN,NNP,ROOT,September
2122,A5.11,to,to,ADP,IN,prep,September
2123,A5.11,June,June,PROPN,NNP,pobj,to
2124,A5.11,.,.,PUNCT,.,punct,September
2125,A5.11,"""","""",PUNCT,'',punct,September
2126,A5.12,"""","""",PUNCT,``,punct,Without
2127,A5.12,Without,without,ADP,IN,ROOT,Without
2128,A5.12,getting,get,VERB,VBG,auxpass,paid
2129,A5.12,paid,pay,VERB,VBN,pcomp,Without
2130,A5.12,?,?,PUNCT,.,punct,Without
2131,A5.13,I,-PRON-,PRON,PRP,nsubj,afford
2132,A5.13,ca,can,VERB,MD,aux,afford
2133,A5.13,n’t,not,PART,RB,neg,afford
2134,A5.13,afford,afford,VERB,VB,ROOT,afford
2135,A5.13,to,to,PART,TO,aux,float
2136,A5.13,float,float,VERB,VB,xcomp,afford
2137,A5.13,this,this,DET,DT,det,place
2138,A5.13,whole,whole,ADJ,JJ,amod,place
2139,A5.13,place,place,NOUN,NN,dobj,float
2140,A5.13,by,by,ADP,IN,prep,float
2141,A5.13,myself,-PRON-,PRON,PRP,pobj,by
2142,A5.13,.,.,PUNCT,.,punct,afford
2143,A5.13,”,"""",PUNCT,'',punct,afford
2144,A5.14,Gary,Gary,PROPN,NNP,nsubj,heads
2145,A5.14,heads,head,NOUN,NNS,ROOT,heads
2146,A5.14,to,to,ADP,IN,prep,heads
2147,A5.14,the,the,DET,DT,det,door
2148,A5.14,door,door,NOUN,NN,pobj,to
2149,A5.14,:,:,PUNCT,:,punct,heads
2150,A5.14,“,"""",PUNCT,``,punct,’m
2151,A5.14,I,-PRON-,PRON,PRP,nsubj,’m
2152,A5.14,’m,be,VERB,VBP,ROOT,’m
2153,A5.14,sure,sure,ADJ,JJ,acomp,’m
2154,A5.14,you,-PRON-,PRON,PRP,nsubj,be
2155,A5.14,can,can,VERB,MD,aux,be
2156,A5.14,be,be,AUX,VB,ccomp,sure
2157,A5.14,a,a,DET,DT,det,journalist
2158,A5.14,journalist,journalist,NOUN,NN,attr,be
2159,A5.14,in,in,ADP,IN,prep,journalist
2160,A5.14,New,New,PROPN,NNP,compound,York
2161,A5.14,York,York,PROPN,NNP,pobj,in
2162,A5.14,",",",",PUNCT,",",punct,’m
2163,A5.14,too,too,ADV,RB,advmod,’m
2164,A5.14,”,"""",PUNCT,'',punct,’m
2165,A5.15,But,but,CCONJ,CC,cc,signed
2166,A5.15,she,-PRON-,PRON,PRP,nsubj,signed
2167,A5.15,just,just,ADV,RB,advmod,signed
2168,A5.15,signed,sign,VERB,VBD,ROOT,signed
2169,A5.15,her,-PRON-,DET,PRP$,poss,contract
2170,A5.15,contract,contract,NOUN,NN,dobj,signed
2171,A5.15,here,here,ADV,RB,advmod,signed
2172,A5.15,and,and,CCONJ,CC,cc,knows
2173,A5.15,he,-PRON-,PRON,PRP,nsubj,knows
2174,A5.15,knows,know,VERB,VBZ,ROOT,knows
2175,A5.15,it,-PRON-,PRON,PRP,dobj,knows
2176,A5.15,.,.,PUNCT,.,punct,knows
2177,A5.16,“,"""",PUNCT,``,punct,talked
2178,A5.16,We,-PRON-,PRON,PRP,nsubj,talked
2179,A5.16,should,should,VERB,MD,aux,talked
2180,A5.16,have,have,AUX,VB,aux,talked
2181,A5.16,talked,talk,VERB,VBN,ROOT,talked
2182,A5.16,this,this,DET,DT,det,move
2183,A5.16,move,move,NOUN,NN,dobj,talked
2184,A5.16,through,through,ADV,RB,prep,talked
2185,A5.16,",",",",PUNCT,",",punct,talked
2186,A5.16,before,before,ADP,IN,mark,applied
2187,A5.16,you,-PRON-,PRON,PRP,nsubj,applied
2188,A5.16,applied,apply,VERB,VBD,advcl,talked
2189,A5.16,...,...,PUNCT,:,punct,talked
2190,A5.16,”,"""",PUNCT,'',punct,talked
2191,A5.17,He,-PRON-,PRON,PRP,nsubj,laughs
2192,A5.17,laughs,laugh,VERB,VBZ,ROOT,laughs
2193,A5.17,.,.,PUNCT,.,punct,laughs
2194,A5.17,"""","""",PUNCT,``,punct,talked
2195,A5.17,You,-PRON-,PRON,PRP,nsubj,talked
2196,A5.17,would,would,VERB,MD,aux,talked
2197,A5.17,have,have,AUX,VB,aux,talked
2198,A5.17,talked,talk,VERB,VBN,ROOT,talked
2199,A5.17,me,-PRON-,PRON,PRP,dobj,talked
2200,A5.17,out,out,SCONJ,IN,prep,talked
2201,A5.17,of,of,ADP,IN,prep,out
2202,A5.17,it,-PRON-,PRON,PRP,pobj,of
2203,A5.17,.,.,PUNCT,.,punct,talked
2204,A5.17,"""","""",PUNCT,'',punct,talked
2205,A5.18,For,for,ADP,IN,prep,looks
2206,A5.18,a,a,DET,DT,det,moment
2207,A5.18,moment,moment,NOUN,NN,pobj,For
2208,A5.18,he,-PRON-,PRON,PRP,nsubj,looks
2209,A5.18,looks,look,VERB,VBZ,ROOT,looks
2210,A5.18,like,like,SCONJ,IN,prep,looks
2211,A5.18,a,a,DET,DT,det,boy
2212,A5.18,boy,boy,NOUN,NN,pobj,like
2213,A5.18,",",",",PUNCT,",",punct,boy
2214,A5.18,getting,get,VERB,VBG,auxpass,caught
2215,A5.18,caught,catch,VERB,VBN,acl,boy
2216,A5.18,and,and,CCONJ,CC,cc,caught
2217,A5.18,standing,stand,VERB,VBG,conj,caught
2218,A5.18,up,up,ADP,RP,prt,standing
2219,A5.18,in,in,ADP,IN,prep,standing
2220,A5.18,defiance,defiance,NOUN,NN,pobj,in
2221,A5.18,.,.,PUNCT,.,punct,looks
2222,A5.18,Almost,almost,ADV,RB,advmod,charming
2223,A5.18,charming,charming,ADJ,JJ,ROOT,charming
2224,A5.18,.,.,PUNCT,.,punct,charming
2225,A5.19,But,but,CCONJ,CC,cc,is
2226,A5.19,he,-PRON-,PRON,PRP,nsubj,is
2227,A5.19,is,be,AUX,VBZ,ROOT,is
2228,A5.19,35,35,NUM,CD,attr,is
2229,A5.19,.,.,PUNCT,.,punct,is
2230,A5.20,"""","""",PUNCT,``,punct,is
2231,A5.20,What,what,PRON,WP,nsubj,'s
2232,A5.20,'s,be,AUX,VBZ,csubj,is
2233,A5.20,good,good,ADJ,JJ,acomp,'s
2234,A5.20,for,for,ADP,IN,prep,'s
2235,A5.20,me,-PRON-,PRON,PRP,pobj,for
2236,A5.20,Clara,Clara,PROPN,NNP,attr,'s
2237,A5.20,",",",",PUNCT,",",punct,is
2238,A5.20,is,be,AUX,VBZ,ROOT,is
2239,A5.20,also,also,ADV,RB,advmod,is
2240,A5.20,good,good,ADJ,JJ,acomp,is
2241,A5.20,for,for,ADP,IN,prep,good
2242,A5.20,us,-PRON-,PRON,PRP,pobj,for
2243,A5.20,.,.,PUNCT,.,punct,is
2244,A5.20,"""","""",PUNCT,'',punct,is
2245,A5.21,That,that,DET,DT,nsubj,used
2246,A5.21,certainly,certainly,ADV,RB,advmod,used
2247,A5.21,used,use,VERB,VBD,ROOT,used
2248,A5.21,to,to,PART,TO,aux,be
2249,A5.21,be,be,AUX,VB,xcomp,used
2250,A5.21,true,true,ADJ,JJ,acomp,be
2251,A5.21,.,.,PUNCT,.,punct,used
2252,A5.21,Is,be,AUX,VBZ,ROOT,Is
2253,A5.21,it,-PRON-,PRON,PRP,nsubj,Is
2254,A5.21,now,now,ADV,RB,advmod,Is
2255,A5.21,?,?,PUNCT,.,punct,Is
2256,B5.1,Alexander,Alexander,PROPN,NNP,nsubj,pays
2257,B5.1,pays,pay,VERB,VBZ,ROOT,pays
2258,B5.1,for,for,ADP,IN,prep,pays
2259,B5.1,their,-PRON-,DET,PRP$,poss,hotdogs
2260,B5.1,hotdogs,hotdog,NOUN,NNS,pobj,for
2261,B5.1,with,with,ADP,IN,prep,pays
2262,B5.1,crumpled,crumple,VERB,VBN,amod,bills
2263,B5.1,-,-,PUNCT,HYPH,punct,crumpled
2264,B5.1,up,up,ADP,RP,prt,crumpled
2265,B5.1,dollar,dollar,NOUN,NN,compound,bills
2266,B5.1,bills,bill,NOUN,NNS,pobj,with
2267,B5.1,he,-PRON-,PRON,PRP,nsubj,pulls
2268,B5.1,pulls,pull,VERB,VBZ,relcl,bills
2269,B5.1,out,out,SCONJ,IN,prep,pulls
2270,B5.1,of,of,ADP,IN,prep,out
2271,B5.1,his,-PRON-,DET,PRP$,poss,pocket
2272,B5.1,pocket,pocket,NOUN,NN,pobj,of
2273,B5.1,.,.,PUNCT,.,punct,pays
2274,B5.2,“,"""",PUNCT,``,punct,is
2275,B5.2,New,New,PROPN,NNP,compound,York
2276,B5.2,York,York,PROPN,NNP,nsubj,is
2277,B5.2,is,be,AUX,VBZ,ROOT,is
2278,B5.2,the,the,DET,DT,det,best
2279,B5.2,best,good,ADJ,JJS,attr,is
2280,B5.2,.,.,PUNCT,.,punct,is
2281,B5.2,I,-PRON-,PRON,PRP,nsubj,’m
2282,B5.2,’m,be,VERB,VBP,ROOT,’m
2283,B5.2,so,so,ADV,RB,advmod,glad
2284,B5.2,glad,glad,ADJ,JJ,acomp,’m
2285,B5.2,to,to,PART,TO,aux,be
2286,B5.2,be,be,AUX,VB,xcomp,glad
2287,B5.2,back,back,ADV,RB,advmod,be
2288,B5.2,.,.,PUNCT,.,punct,’m
2289,B5.2,”,"""",PUNCT,'',punct,’m
2290,B5.3,The,the,DET,DT,det,years
2291,B5.3,last,last,ADJ,JJ,amod,years
2292,B5.3,eight,eight,NUM,CD,nummod,years
2293,B5.3,years,year,NOUN,NNS,nsubj,been
2294,B5.3,have,have,AUX,VBP,aux,been
2295,B5.3,been,be,AUX,VBN,ROOT,been
2296,B5.3,good,good,ADJ,JJ,acomp,been
2297,B5.3,to,to,ADP,IN,prep,good
2298,B5.3,him,-PRON-,PRON,PRP,pobj,to
2299,B5.3,.,.,PUNCT,.,punct,been
2300,B5.4,He,-PRON-,PRON,PRP,nsubj,has
2301,B5.4,still,still,ADV,RB,advmod,has
2302,B5.4,has,have,AUX,VBZ,ROOT,has
2303,B5.4,a,a,DET,DT,det,cat
2304,B5.4,cat,cat,NOUN,NN,dobj,has
2305,B5.4,in,in,ADP,IN,prep,has
2306,B5.4,his,-PRON-,DET,PRP$,poss,step
2307,B5.4,step,step,NOUN,NN,pobj,in
2308,B5.4,.,.,PUNCT,.,punct,has
2309,B5.5,My,-PRON-,DET,PRP$,poss,apartment
2310,B5.5,new,new,ADJ,JJ,amod,apartment
2311,B5.5,apartment,apartment,NOUN,NN,nsubj,looks
2312,B5.5,looks,look,VERB,VBZ,ccomp,says
2313,B5.5,great,great,ADJ,JJ,acomp,looks
2314,B5.5,",",",",PUNCT,",",punct,looks
2315,B5.5,Maggie,Maggie,PROPN,NNP,npadvmod,looks
2316,B5.5,",",",",PUNCT,",",punct,says
2317,B5.5,”,"""",PUNCT,'',punct,says
2318,B5.5,he,-PRON-,PRON,PRP,nsubj,says
2319,B5.5,says,say,VERB,VBZ,ROOT,says
2320,B5.5,.,.,PUNCT,.,punct,says
2321,B5.6,“,"""",PUNCT,``,punct,bet
2322,B5.6,You,-PRON-,PRON,PRP,nsubj,see
2323,B5.6,’ll,will,VERB,MD,aux,see
2324,B5.6,see,see,VERB,VB,ccomp,bet
2325,B5.6,–,–,PUNCT,:,punct,bet
2326,B5.6,I,-PRON-,PRON,PRP,nsubj,bet
2327,B5.6,bet,bet,VERB,VBP,ROOT,bet
2328,B5.6,you,-PRON-,PRON,PRP,nsubj,want
2329,B5.6,’ll,will,VERB,MD,aux,want
2330,B5.6,want,want,VERB,VB,ccomp,bet
2331,B5.6,to,to,PART,TO,aux,move
2332,B5.6,move,move,VERB,VB,xcomp,want
2333,B5.6,in,in,ADP,IN,advmod,move
2334,B5.6,…,…,PUNCT,NFP,punct,bet
2335,B5.6,”,"""",PUNCT,'',punct,bet
2336,B5.7,Is,be,AUX,VBZ,ROOT,Is
2337,B5.7,this,this,DET,DT,nsubj,Is
2338,B5.7,a,a,DET,DT,det,line
2339,B5.7,come,come,VERB,VB,amod,line
2340,B5.7,-,-,PUNCT,HYPH,punct,come
2341,B5.7,on,on,ADP,RP,prt,come
2342,B5.7,line,line,NOUN,NN,attr,Is
2343,B5.7,?,?,PUNCT,.,punct,Is
2344,B5.8,She,-PRON-,PRON,PRP,nsubj,catches
2345,B5.8,catches,catch,VERB,VBZ,ROOT,catches
2346,B5.8,a,a,DET,DT,det,glimpse
2347,B5.8,glimpse,glimpse,NOUN,NN,dobj,catches
2348,B5.8,of,of,ADP,IN,prep,glimpse
2349,B5.8,herself,-PRON-,PRON,PRP,pobj,of
2350,B5.8,in,in,ADP,IN,prep,catches
2351,B5.8,a,a,DET,DT,det,window
2352,B5.8,window,window,NOUN,NN,pobj,in
2353,B5.8,and,and,CCONJ,CC,cc,catches
2354,B5.8,is,be,AUX,VBZ,conj,catches
2355,B5.8,suddenly,suddenly,ADV,RB,advmod,is
2356,B5.8,aware,aware,ADJ,JJ,acomp,is
2357,B5.8,she,-PRON-,PRON,PRP,nsubj,colored
2358,B5.8,should,should,VERB,MD,aux,colored
2359,B5.8,have,have,AUX,VB,aux,colored
2360,B5.8,colored,color,VERB,VBN,ccomp,aware
2361,B5.8,her,-PRON-,DET,PRP$,poss,hair
2362,B5.8,hair,hair,NOUN,NN,dobj,colored
2363,B5.8,.,.,PUNCT,.,punct,catches
2364,B5.9,"""","""",PUNCT,``,punct,says
2365,B5.9,New,New,PROPN,NNP,compound,York
2366,B5.9,York,York,PROPN,NNP,nsubj,is
2367,B5.9,is,be,AUX,VBZ,ccomp,says
2368,B5.9,very,very,ADV,RB,advmod,glad
2369,B5.9,glad,glad,ADJ,JJ,acomp,is
2370,B5.9,you,-PRON-,PRON,PRP,nsubj,’re
2371,B5.9,’re,be,VERB,VBP,ccomp,glad
2372,B5.9,back,back,ADV,RB,advmod,’re
2373,B5.9,…,…,PUNCT,NFP,punct,says
2374,B5.9,"""","""",PUNCT,'',punct,says
2375,B5.9,she,-PRON-,PRON,PRP,nsubj,says
2376,B5.9,says,say,VERB,VBZ,ROOT,says
2377,B5.9,.,.,PUNCT,.,punct,says
2378,B5.10,The,the,DET,DT,det,mustard
2379,B5.10,hot,hot,ADJ,JJ,amod,dog
2380,B5.10,dog,dog,NOUN,NN,compound,mustard
2381,B5.10,mustard,mustard,NOUN,NN,nsubj,drips
2382,B5.10,drips,drip,VERB,VBZ,ROOT,drips
2383,B5.10,on,on,ADP,IN,prep,drips
2384,B5.10,her,-PRON-,DET,PRP$,poss,blouse
2385,B5.10,blouse,blouse,NOUN,NN,pobj,on
2386,B5.10,.,.,PUNCT,.,punct,drips
2387,B5.11,Alexander,Alexander,PROPN,NNP,nsubj,clears
2388,B5.11,clears,clear,VERB,VBZ,ROOT,clears
2389,B5.11,it,-PRON-,PRON,PRP,dobj,clears
2390,B5.11,",",",",PUNCT,",",punct,clears
2391,B5.11,licks,lick,VERB,VBZ,conj,clears
2392,B5.11,his,-PRON-,DET,PRP$,poss,finger
2393,B5.11,finger,finger,NOUN,NN,dobj,licks
2394,B5.11,and,and,CCONJ,CC,cc,finger
2395,B5.11,smiles,smile,NOUN,NNS,conj,finger
2396,B5.11,.,.,PUNCT,.,punct,clears
2397,B5.12,His,-PRON-,DET,PRP$,poss,eyes
2398,B5.12,eyes,eye,NOUN,NNS,nsubj,land
2399,B5.12,land,land,VERB,VBP,ROOT,land
2400,B5.12,on,on,ADP,IN,prep,land
2401,B5.12,hers,-PRON-,PRON,PRP,pobj,on
2402,B5.12,as,as,SCONJ,IN,mark,waits
2403,B5.12,she,-PRON-,PRON,PRP,nsubj,waits
2404,B5.12,waits,wait,VERB,VBZ,advcl,land
2405,B5.12,for,for,ADP,IN,prep,waits
2406,B5.12,his,-PRON-,DET,PRP$,poss,words
2407,B5.12,words,word,NOUN,NNS,pobj,for
2408,B5.12,.,.,PUNCT,.,punct,land
2409,B5.13,“,"""",PUNCT,``,punct,says
2410,B5.13,I,-PRON-,PRON,PRP,nsubj,need
2411,B5.13,need,need,VERB,VBP,ccomp,says
2412,B5.13,you,-PRON-,PRON,PRP,nsubj,connect
2413,B5.13,to,to,PART,TO,aux,connect
2414,B5.13,connect,connect,VERB,VB,ccomp,need
2415,B5.13,me,-PRON-,PRON,PRP,dobj,connect
2416,B5.13,with,with,ADP,IN,prep,connect
2417,B5.13,your,-PRON-,DET,PRP$,poss,colleagues
2418,B5.13,former,former,ADJ,JJ,amod,colleagues
2419,B5.13,colleagues,colleague,NOUN,NNS,pobj,with
2420,B5.13,on,on,ADP,IN,prep,colleagues
2421,B5.13,Wall,Wall,PROPN,NNP,compound,Street
2422,B5.13,Street,Street,PROPN,NNP,pobj,on
2423,B5.13,",",",",PUNCT,",",punct,says
2424,B5.13,”,"""",PUNCT,'',punct,says
2425,B5.13,he,-PRON-,PRON,PRP,nsubj,says
2426,B5.13,says,say,VERB,VBZ,ROOT,says
2427,B5.13,.,.,PUNCT,.,punct,says
2428,B5.14,“,"""",PUNCT,``,punct,working
2429,B5.14,We,-PRON-,PRON,PRP,nsubj,working
2430,B5.14,’re,be,VERB,VBP,aux,working
2431,B5.14,working,work,VERB,VBG,ROOT,working
2432,B5.14,on,on,ADP,IN,prep,working
2433,B5.14,a,a,DET,DT,det,piece
2434,B5.14,major,major,ADJ,JJ,amod,piece
2435,B5.14,piece,piece,NOUN,NN,pobj,on
2436,B5.14,on,on,ADP,IN,prep,piece
2437,B5.14,international,international,ADJ,JJ,amod,corruption
2438,B5.14,corruption,corruption,NOUN,NN,pobj,on
2439,B5.14,.,.,PUNCT,.,punct,working
2440,B5.15,It,-PRON-,PRON,PRP,nsubj,’s
2441,B5.15,’s,’,VERB,VBZ,ROOT,’s
2442,B5.15,Pulitzer,Pulitzer,PROPN,NNP,npadvmod,worthy
2443,B5.15,-,-,PUNCT,HYPH,punct,worthy
2444,B5.15,worthy,worthy,ADJ,JJ,acomp,’s
2445,B5.15,.,.,PUNCT,.,punct,’s
2446,B5.15,”,"""",PUNCT,'',punct,’s
2447,B5.16,Margaret,Margaret,PROPN,NNP,nsubj,is
2448,B5.16,is,be,AUX,VBZ,ROOT,is
2449,B5.16,so,so,ADV,RB,advmod,aware
2450,B5.16,aware,aware,ADJ,JJ,acomp,is
2451,B5.16,of,of,ADP,IN,prep,aware
2452,B5.16,her,-PRON-,DET,PRP$,poss,neck
2453,B5.16,aging,age,VERB,VBG,amod,neck
2454,B5.16,neck,neck,NOUN,NN,pobj,of
2455,B5.16,.,.,PUNCT,.,punct,is
2456,B5.17,That,that,DET,DT,nsubj,’s
2457,B5.17,’s,’,VERB,VBZ,ROOT,’s
2458,B5.17,why,why,ADV,WRB,advmod,called
2459,B5.17,he,-PRON-,PRON,PRP,nsubj,called
2460,B5.17,called,call,VERB,VBD,ccomp,’s
2461,B5.17,:,:,PUNCT,:,punct,called
2462,B5.17,a,a,DET,DT,det,opportunity
2463,B5.17,little,little,ADJ,JJ,amod,opportunity
2464,B5.17,networking,networking,NOUN,NN,compound,opportunity
2465,B5.17,opportunity,opportunity,NOUN,NN,dobj,called
2466,B5.17,.,.,PUNCT,.,punct,’s
2467,B5.18,That,that,DET,DT,nsubj,'s
2468,B5.18,'s,be,AUX,VBZ,ROOT,'s
2469,B5.18,what,what,PRON,WP,attr,is
2470,B5.18,this,this,DET,DT,det,meeting
2471,B5.18,meeting,meeting,NOUN,NN,nsubj,is
2472,B5.18,is,be,AUX,VBZ,ccomp,'s
2473,B5.18,…,…,PUNCT,NFP,punct,'s
2474,B5.18,She,-PRON-,PRON,PRP,nsubj,touches
2475,B5.18,touches,touch,VERB,VBZ,ccomp,'s
2476,B5.18,her,-PRON-,DET,PRP$,poss,neck
2477,B5.18,neck,neck,NOUN,NN,dobj,touches
2478,B5.18,.,.,PUNCT,.,punct,'s
2479,B5.19,She,-PRON-,PRON,PRP,nsubj,wants
2480,B5.19,wants,want,VERB,VBZ,ROOT,wants
2481,B5.19,to,to,PART,TO,aux,protect
2482,B5.19,protect,protect,VERB,VB,xcomp,wants
2483,B5.19,herself,-PRON-,PRON,PRP,dobj,protect
2484,B5.19,.,.,PUNCT,.,punct,wants
2485,B5.20,She,-PRON-,PRON,PRP,nsubj,wants
2486,B5.20,wants,want,VERB,VBZ,ROOT,wants
2487,B5.20,to,to,PART,TO,aux,hide
2488,B5.20,hide,hide,VERB,VB,xcomp,wants
2489,B5.20,.,.,PUNCT,.,punct,wants
2490,B5.21,Alexander,Alexander,PROPN,NNP,nsubj,hands
2491,B5.21,hands,hand,VERB,VBZ,ROOT,hands
2492,B5.21,Margaret,Margaret,PROPN,NNP,dobj,hands
2493,B5.21,his,-PRON-,DET,PRP$,poss,card
2494,B5.21,card,card,NOUN,NN,appos,Margaret
2495,B5.21,.,.,PUNCT,.,punct,hands
2496,B5.22,“,"""",PUNCT,``,punct,says
2497,B5.22,Have,have,AUX,VBP,aux,call
2498,B5.22,Sasha,Sasha,PROPN,NNP,nsubj,call
2499,B5.22,call,call,VERB,VB,ccomp,says
2500,B5.22,me,-PRON-,PRON,PRP,dobj,call
2501,B5.22,",",",",PUNCT,",",punct,says
