Okay,okay,0.34,0.49
my,my,405.04,405.24
friend,friend,405.24,405.74
he,he,405.84,405.94
responds,,,
with,with,406.65,406.85999999999996
no,no,407.27,408.0
Um,um,408.37,408.94
and,and,410.41,410.6
it,it,410.599999,410.63999900000005
ends,ends,410.66,410.95000000000005
with,with,410.95,411.37
Merlin,merlin,411.71,412.09
trying,trying,412.1,412.36
to,to,412.359999,412.499999
punch,punch,412.5,413.05
the,the,413.25,413.36
guy,guy,413.359999,413.599999
who,who,413.6,413.96000000000004
we,we,413.96999900000003,414.159999
um,um,414.35,414.85
now,now,415.02,415.35999999999996
know,,,
his,,,
name,,,
is,is,415.81,415.89
Arthur,arthur,415.91,416.3
he’s,he's,416.3,416.47
the,the,416.47,416.56
king’s,king's,416.66,416.93
son,son,417.0,417.38
and,and,417.85,418.46000000000004
uh,uh,418.48,418.94
he,he,419.17,419.52000000000004
easily,easily,419.52,419.84999999999997
disarms,<unk>,419.86,420.23
Merlin,merlin,420.23,420.58000000000004
and,and,420.6,420.74
then,then,420.74,421.02
the,the,421.36,421.46000000000004
guards,guards,421.46,421.87
take,take,421.91,422.12
Merlin,merlin,422.12,422.36
away,away,422.36,422.75
and,and,422.75,422.83
the,the,422.88,422.96999999999997
next,next,422.97,423.18
scene,scene,423.179999,423.379999
we,we,423.38,423.52
see,see,423.52,423.83
is,is,423.83,424.06
him,him,424.4,424.90999999999997
waking,waking,424.95,425.36
up,up,425.36,425.59000000000003
in,in,425.63,425.88
a,a,425.88,425.96999999999997
cell,cell,426.03,426.44
Um,um,428.309999,428.77999900000003
so,so,429.23,429.95000000000005
in,in,430.529999,430.61999899999995
the,the,430.629999,430.829999
cell,cell,431.01,431.64
um,um,431.67,432.14000000000004
I,i,433.08000000000004,433.12000000000006
guess,guess,433.12000000000006,433.15000000000003
the,the,433.39,433.40999999999997
most,most,433.41,433.63000000000005
notable,notable,433.63,433.99
thing,thing,433.99,434.25
is,is,434.25,434.39
when,when,434.39,434.53999999999996
he,he,434.54,434.65000000000003
